"V1","V2","V3","V4","V5","V6","V7","V8","V9","lon","lat","address"
1329,"REFLECTIONS AT KEPPEL BAY","REFLECTIONS AT KEPPEL BAY KEPPEL BAY VIEW Singapore",4,"Non-landed Properties","3",6950,"1600 to 1700","19-Jul","103.81036","1.2666139","29 keppel bay view, singapore 098417"
1330,"BLUE HORIZON","BLUE HORIZON WEST COAST CRESCENT Singapore",5,"Non-landed Properties","2",2700,"900 to 1000","19-Jul","103.7652138","1.2974226","31 w coast cres, singapore 128050"
1331,"ECHELON","ECHELON ALEXANDRA VIEW Singapore",3,"Non-landed Properties","1",2800,"400 to 500","19-Jul","103.8178849","1.2905851","9 alexandra view, singapore"
1332,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE TIONG POH ROAD Singapore",3,"Non-landed Properties","na*",1800,"1200 to 1300","19-Jul","103.8346032","1.2842263","tiong bahru rd & tiong poh rd, singapore"
1333,"CAPE ROYALE","CAPE ROYALE COVE WAY Singapore",4,"Non-landed Properties","3",7100,"1600 to 1700","19-Jul","103.8400218","1.241711","25 cove way, singapore 098209"
1334,"THE PARC CONDOMINIUM","THE PARC CONDOMINIUM WEST COAST WALK Singapore",5,"Non-landed Properties","1",2500,"600 to 700","19-Jul","103.7618377","1.3103718","1-15 w coast walk, singapore 127140"
1335,"INTERNATIONAL PLAZA","INTERNATIONAL PLAZA ANSON ROAD Singapore",2,"Non-landed Properties","na*",3200,"900 to 1000","19-Jul","103.8458098","1.2756998","10 anson rd, international plaza, singapore 079903"
1336,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","3",3500,"900 to 1000","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1337,"ALTEZ","ALTEZ ENGGOR STREET Singapore",2,"Non-landed Properties","1",4800,"700 to 800","19-Jul","103.8443152","1.2744288","16 enggor st, singapore 079717"
1338,"BLUE HORIZON","BLUE HORIZON WEST COAST CRESCENT Singapore",5,"Non-landed Properties","3",3400,"1200 to 1300","19-Jul","103.7652138","1.2974226","31 w coast cres, singapore 128050"
1339,"PRINCIPAL GARDEN","PRINCIPAL GARDEN PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","2",2250,"800 to 900","19-Jul","103.8221305","1.2926939","97 prince charles cres, singapore"
1340,"SPOTTISWOODE 18","SPOTTISWOODE 18 SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2250,"300 to 400","19-Jul","103.8375907","1.2754518","18 spottiswoode park rd, singapore 088642"
1341,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","2",3000,"700 to 800","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1342,"BLUE HORIZON","BLUE HORIZON WEST COAST CRESCENT Singapore",5,"Non-landed Properties","3",3350,"1200 to 1300","19-Jul","103.7652138","1.2974226","31 w coast cres, singapore 128050"
1343,"THE ROCHESTER RESIDENCES","THE ROCHESTER RESIDENCES ROCHESTER DRIVE Singapore",5,"Non-landed Properties","3",6800,"1900 to 2000","19-Jul","103.7881836","1.3055942","33 rochester dr, singapore 138638"
1344,"76 SHENTON","76 SHENTON SHENTON WAY Singapore",2,"Non-landed Properties","1",3700,"600 to 700","19-Jul","103.8455345","1.273423","76 shenton way, singapore 079119"
1345,"MOUNT FABER LODGE","MOUNT FABER LODGE MOUNT FABER ROAD Singapore",4,"Non-landed Properties","3",5000,"2400 to 2500","19-Jul","103.8246146","1.2688761","27 mount faber rd, singapore 099200"
1346,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","4",12800,"2300 to 2400","19-Jul","103.8550598","1.2796864","18 marina blvd, singapore 018980"
1347,"ONE-NORTH RESIDENCES","ONE-NORTH RESIDENCES ONE-NORTH GATEWAY Singapore",5,"Non-landed Properties","1",3000,"600 to 700","19-Jul","103.7899973","1.3026122","7-9 one-north gateway, singapore 138642"
1348,"SEAHILL","SEAHILL WEST COAST CRESCENT Singapore",5,"Non-landed Properties","na*",2100,"500 to 600","19-Jul","103.764461","1.298753","119 w coast cres, singapore 126777"
1349,"THE FORESTA @ MOUNT FABER","THE FORESTA @ MOUNT FABER WISHART ROAD Singapore",4,"Non-landed Properties","2",2800,"600 to 700","19-Jul","103.8137","1.2705393","100 wishart rd, singapore 098749"
1350,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",5500,"1200 to 1300","19-Jul","103.816757","1.267401","caribbean at keppel bay, singapore"
1351,"THE PARC CONDOMINIUM","THE PARC CONDOMINIUM WEST COAST WALK Singapore",5,"Non-landed Properties","1",2500,"600 to 700","19-Jul","103.7618377","1.3103718","1-15 w coast walk, singapore 127140"
1352,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",3100,"600 to 700","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1353,"LE HILL CONDOMINIUM","LE HILL CONDOMINIUM PASIR PANJANG HILL Singapore",5,"Non-landed Properties","3",3000,"1200 to 1300","19-Jul","103.7854697","1.2826586","42-46 pasir panjang hill, singapore 118896"
1354,"HARBOURLIGHTS","HARBOURLIGHTS TELOK BLANGAH ROAD Singapore",4,"Non-landed Properties","2",3000,"700 to 800","19-Jul","103.822667","1.2662845","66 telok blangah rd, singapore 098830"
1355,"THE TRILINQ","THE TRILINQ JALAN LEMPENG Singapore",5,"Non-landed Properties","2",2800,"700 to 800","19-Jul","103.7620397","1.3181105","28 jln lempeng, singapore 128807"
1356,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","2",2800,"600 to 700","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1357,"ASCENTIA SKY","ASCENTIA SKY ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",5000,"1400 to 1500","19-Jul","103.8170665","1.2908094","1 alexandra view, #b1-01, singapore 158748"
1358,"ONE-NORTH RESIDENCES","ONE-NORTH RESIDENCES ONE-NORTH GATEWAY Singapore",5,"Non-landed Properties","2",3700,"900 to 1000","19-Jul","103.7899973","1.3026122","7-9 one-north gateway, singapore 138642"
1359,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","2",3200,"700 to 800","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1360,"PRINCIPAL GARDEN","PRINCIPAL GARDEN PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","2",3700,"700 to 800","19-Jul","103.8221305","1.2926939","97 prince charles cres, singapore"
1361,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",6500,"900 to 1000","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1362,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","2",3950,"600 to 700","19-Jul","103.8447682","1.2744995","8 enggor st, singapore 079718"
1363,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",4600,"600 to 700","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1364,"ROBINSON SUITES","ROBINSON SUITES ROBINSON ROAD Singapore",1,"Non-landed Properties","1",2750,"400 to 500","19-Jul","103.8498409","1.2810504","50 robinson rd, singapore 068882"
1365,"CAPE ROYALE","CAPE ROYALE COVE WAY Singapore",4,"Non-landed Properties","3",8300,"1900 to 2000","19-Jul","103.8400218","1.241711","25 cove way, singapore 098209"
1366,"REGENT PARK","REGENT PARK JALAN LEMPENG Singapore",5,"Non-landed Properties","3",3400,"1100 to 1200","19-Jul","103.761539","1.3172516","22 jln lempeng, singapore 128803"
1367,"CARIBBEAN AT KEPPEL BAY","CARIBBEAN AT KEPPEL BAY KEPPEL BAY DRIVE Singapore",4,"Non-landed Properties","3",6000,"1300 to 1400","19-Jul","103.816757","1.267401","caribbean at keppel bay, singapore"
1368,"ALEX RESIDENCES","ALEX RESIDENCES ALEXANDRA VIEW Singapore",3,"Non-landed Properties","1",2650,"400 to 500","19-Jul","103.8187938","1.2906973","28 alexandra view, singapore 158744"
1369,"ASCENTIA SKY","ASCENTIA SKY ALEXANDRA VIEW Singapore",3,"Non-landed Properties","3",5450,"1400 to 1500","19-Jul","103.8170665","1.2908094","1 alexandra view, #b1-01, singapore 158748"
1370,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","3",6950,"1600 to 1700","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1371,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE ENG WATT STREET Singapore",3,"Non-landed Properties","na*",3500,"800 to 900","19-Jul","103.8290057","1.2865952","9a boon tiong rd, singapore 162009"
1372,"THE TRILINQ","THE TRILINQ JALAN LEMPENG Singapore",5,"Non-landed Properties","1",2000,"500 to 600","19-Jul","103.7620397","1.3181105","28 jln lempeng, singapore 128807"
1373,"WEST BAY CONDOMINIUM","WEST BAY CONDOMINIUM WEST COAST CRESCENT Singapore",5,"Non-landed Properties","3",3500,"1400 to 1500","19-Jul","103.76545","1.298893","60 w coast cres, 50, singapore 128040"
1374,"MARINA ONE RESIDENCES","MARINA ONE RESIDENCES MARINA WAY Singapore",1,"Non-landed Properties","1",3650,"700 to 800","19-Jul","103.8532552","1.2768053","21/23 marina way, singapore 018979"
1375,"EMERALD GARDEN","EMERALD GARDEN CLUB STREET Singapore",1,"Non-landed Properties","3",4200,"1200 to 1300","19-Jul","103.8463193","1.2823975","33 club st, singapore 069415"
1376,"PRINCIPAL GARDEN","PRINCIPAL GARDEN PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","2",4350,"800 to 900","19-Jul","103.8221305","1.2926939","97 prince charles cres, singapore"
1377,"NEWEST","NEWEST WEST COAST DRIVE Singapore",5,"Non-landed Properties","2",2550,"600 to 700","19-Jul","103.7576027","1.3164189","1 w coast dr, singapore 128020"
1378,"CLEMENTIWOODS CONDOMINIUM","CLEMENTIWOODS CONDOMINIUM WEST COAST ROAD Singapore",5,"Non-landed Properties","4",4350,"1800 to 1900","19-Jul","103.767529","1.296804","90 west coast rd, singapore 126810"
1379,"WEST BAY CONDOMINIUM","WEST BAY CONDOMINIUM WEST COAST CRESCENT Singapore",5,"Non-landed Properties","2",2100,"900 to 1000","19-Jul","103.76545","1.298893","60 w coast cres, 50, singapore 128040"
1380,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","1",2800,"300 to 400","19-Jul","103.8447682","1.2744995","8 enggor st, singapore 079718"
1381,"THE COAST AT SENTOSA COVE","THE COAST AT SENTOSA COVE OCEAN DRIVE Singapore",4,"Non-landed Properties","4",9300,">3000","19-Jul","103.8436811","1.2454244","276-280 ocean dr, singapore 098451"
1382,"THE PEAK@BALMEG","THE PEAK@BALMEG BALMEG HILL Singapore",5,"Non-landed Properties","2",3650,"900 to 1000","19-Jul","103.7833739","1.283174","6 balmeg hill, the peak@balmeg, singapore 119910"
1383,"HERITAGE VIEW","HERITAGE VIEW DOVER RISE Singapore",5,"Non-landed Properties","3",3800,"1100 to 1200","19-Jul","103.783899","1.3037596","6, 10 dover rise, 8, singapore 138678"
1384,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","1",2750,"300 to 400","19-Jul","103.8447682","1.2744995","8 enggor st, singapore 079718"
1385,"SPOTTISWOODE SUITES","SPOTTISWOODE SUITES SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2500,"400 to 500","19-Jul","103.8372833","1.2760041","16 spottiswoode park rd, singapore 088661"
1386,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","1",3000,"700 to 800","19-Jul","103.8444743","1.2753422","10 gopeng st, singapore 078878"
1387,"V ON SHENTON","V ON SHENTON SHENTON WAY Singapore",1,"Non-landed Properties","na*",3000,"400 to 500","19-Jul","103.8490624","1.2771406","5a shenton way, singapore 068814"
1388,"THE TRILINQ","THE TRILINQ JALAN LEMPENG Singapore",5,"Non-landed Properties","3",3350,"900 to 1000","19-Jul","103.7620397","1.3181105","28 jln lempeng, singapore 128807"
1389,"SPOTTISWOODE PARK","SPOTTISWOODE PARK SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","na*",2600,"800 to 900","19-Jul","103.8372683","1.2752989","spottiswoode park rd, singapore"
1390,"REGENT PARK","REGENT PARK JALAN LEMPENG Singapore",5,"Non-landed Properties","2",2350,"900 to 1000","19-Jul","103.761539","1.3172516","22 jln lempeng, singapore 128803"
1391,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","1",2500,"400 to 500","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1392,"THE ANCHORAGE","THE ANCHORAGE ALEXANDRA ROAD Singapore",3,"Non-landed Properties","3",4050,"1500 to 1600","19-Jul","103.804225","1.289831","370j alexandra rd, club house, singapore 159962"
1393,"RIVER PLACE","RIVER PLACE HAVELOCK ROAD Singapore",3,"Non-landed Properties","1",2800,"700 to 800","19-Jul","103.8405991","1.2893974","60 havelock rd, singapore 169658"
1394,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","1",2500,"400 to 500","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1395,"THE SORRENTO","THE SORRENTO WEST COAST ROAD Singapore",5,"Non-landed Properties","1",2100,"400 to 500","19-Jul","103.7661814","1.2956598","55 west coast rd, singapore 127365"
1396,"SPOTTISWOODE 18","SPOTTISWOODE 18 SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","1",2300,"300 to 400","19-Jul","103.8375907","1.2754518","18 spottiswoode park rd, singapore 088642"
1397,"BAYVILLE CONDOMINIUM","BAYVILLE CONDOMINIUM SOUTH BUONA VISTA ROAD Singapore",5,"Non-landed Properties","3",3150,"1200 to 1300","19-Jul","103.7874448","1.2814955","42 south buona vista rd, singapore 118166"
1398,"TANGLIN VIEW","TANGLIN VIEW PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","3",3600,"1100 to 1200","19-Jul","103.8179582","1.2921945","prince charles cres, tanglin view, singapore 159012"
1399,"SPOTTISWOODE SUITES","SPOTTISWOODE SUITES SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","2",3000,"500 to 600","19-Jul","103.8372833","1.2760041","16 spottiswoode park rd, singapore 088661"
1400,"ONE-NORTH RESIDENCES","ONE-NORTH RESIDENCES ONE-NORTH GATEWAY Singapore",5,"Non-landed Properties","1",2800,"700 to 800","19-Jul","103.7899973","1.3026122","7-9 one-north gateway, singapore 138642"
1401,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","na*",2450,"300 to 400","19-Jul","103.8447682","1.2744995","8 enggor st, singapore 079718"
1402,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","4",5500,"1300 to 1400","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1403,"HIGHLINE RESIDENCES","HIGHLINE RESIDENCES KIM TIAN ROAD Singapore",3,"Non-landed Properties","1",3200,"500 to 600","19-Jul","103.8298123","1.2851558","9 kim tian rd, highline residences, singapore 168593"
1404,"HIGHLINE RESIDENCES","HIGHLINE RESIDENCES KIM TIAN ROAD Singapore",3,"Non-landed Properties","1",3100,"500 to 600","19-Jul","103.8298123","1.2851558","9 kim tian rd, highline residences, singapore 168593"
1405,"THE SORRENTO","THE SORRENTO WEST COAST ROAD Singapore",5,"Non-landed Properties","2",2650,"700 to 800","19-Jul","103.7661814","1.2956598","55 west coast rd, singapore 127365"
1406,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","1",3000,"500 to 600","19-Jul","103.8444743","1.2753422","10 gopeng st, singapore 078878"
1407,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","1",2150,"400 to 500","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1408,"DOVER PARKVIEW","DOVER PARKVIEW DOVER RISE Singapore",5,"Non-landed Properties","2",2950,"900 to 1000","19-Jul","103.7847371","1.3057405","38 dover rise, singapore 138684"
1409,"TWIN REGENCY","TWIN REGENCY KIM TIAN ROAD Singapore",3,"Non-landed Properties","2",4200,"900 to 1000","19-Jul","103.8285043","1.2848078","26 kim tian rd, singapore 169277"
1410,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","2",2700,"600 to 700","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1411,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","1",3000,"600 to 700","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1412,"PARC IMPERIAL","PARC IMPERIAL PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","na*",1900,"300 to 400","19-Jul","103.7838589","1.2814209","253 pasir panjang rd, singapore 118618"
1413,"BLUE HORIZON","BLUE HORIZON WEST COAST CRESCENT Singapore",5,"Non-landed Properties","2",3000,"900 to 1000","19-Jul","103.7652138","1.2974226","31 w coast cres, singapore 128050"
1414,"EMERALD PARK","EMERALD PARK INDUS ROAD Singapore",3,"Non-landed Properties","3",3500,"1100 to 1200","19-Jul","103.8300787","1.2896193","2 indus rd, singapore 169586"
1415,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",3900,"800 to 900","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1416,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","2",3400,"600 to 700","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1417,"SPOTTISWOODE 18","SPOTTISWOODE 18 SPOTTISWOODE PARK ROAD Singapore",2,"Non-landed Properties","2",3000,"600 to 700","19-Jul","103.8375907","1.2754518","18 spottiswoode park rd, singapore 088642"
1418,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","2",4430,"700 to 800","19-Jul","103.8447682","1.2744995","8 enggor st, singapore 079718"
1419,"THE ROCHESTER RESIDENCES","THE ROCHESTER RESIDENCES ROCHESTER DRIVE Singapore",5,"Non-landed Properties","4",8500,"2500 to 2600","19-Jul","103.7881836","1.3055942","33 rochester dr, singapore 138638"
1420,"THE LANDMARK","THE LANDMARK CHIN SWEE ROAD Singapore",3,"Non-landed Properties","na*",4000,"1300 to 1400","19-Jul","103.8395746","1.2862401","173 chin swee rd, singapore 169878"
1421,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","2",4500,"900 to 1000","19-Jul","103.8444743","1.2753422","10 gopeng st, singapore 078878"
1422,"SKYSUITES@ANSON","SKYSUITES@ANSON ENGGOR STREET Singapore",2,"Non-landed Properties","1",2700,"300 to 400","19-Jul","103.8447682","1.2744995","8 enggor st, singapore 079718"
1423,"ASCENTIA SKY","ASCENTIA SKY ALEXANDRA VIEW Singapore",3,"Non-landed Properties","4",7000,"1800 to 1900","19-Jul","103.8170665","1.2908094","1 alexandra view, #b1-01, singapore 158748"
1424,"ONE-NORTH RESIDENCES","ONE-NORTH RESIDENCES ONE-NORTH GATEWAY Singapore",5,"Non-landed Properties","1",2650,"500 to 600","19-Jul","103.7899973","1.3026122","7-9 one-north gateway, singapore 138642"
1425,"THE ANCHORAGE","THE ANCHORAGE ALEXANDRA ROAD Singapore",3,"Non-landed Properties","3",3900,"1500 to 1600","19-Jul","103.804225","1.289831","370j alexandra rd, club house, singapore 159962"
1426,"THE RIVERWALK","THE RIVERWALK UPPER CIRCULAR ROAD Singapore",1,"Non-landed Properties","2",4800,"1200 to 1300","19-Jul","103.8483462","1.2891375","20 upper circular rd, the riverwalk, singapore 058416"
1427,"COMMONWEALTH TOWERS","COMMONWEALTH TOWERS COMMONWEALTH AVENUE Singapore",3,"Non-landed Properties","1",2500,"400 to 500","19-Jul","103.8059102","1.295722","230 commonwealth ave, singapore 149739"
1428,"THE SORRENTO","THE SORRENTO WEST COAST ROAD Singapore",5,"Non-landed Properties","2",3000,"800 to 900","19-Jul","103.7661814","1.2956598","55 west coast rd, singapore 127365"
1429,"MONTEREY PARK CONDOMINIUM","MONTEREY PARK CONDOMINIUM WEST COAST RISE Singapore",5,"Non-landed Properties","2",2600,"1000 to 1100","19-Jul","103.7536155","1.3167438","21 w coast rise, singapore 127464"
1430,"ONZE @ TANJONG PAGAR","ONZE @ TANJONG PAGAR KEE SENG STREET Singapore",2,"Non-landed Properties","1",3000,"500 to 600","19-Jul","103.8421186","1.2750074","11 kee seng st, singapore 089218"
1431,"ALEXIS","ALEXIS ALEXANDRA ROAD Singapore",3,"Non-landed Properties","1",2500,"800 to 900","19-Jul","103.8074006","1.2913174","356 alexandra rd, singapore 159949"
1432,"GOLD COAST CONDOMINIUM","GOLD COAST CONDOMINIUM PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","3",4000,"1800 to 1900","19-Jul","103.774851","1.290403","360 pasir panjang rd, singapore 118702"
1433,"ONE-NORTH RESIDENCES","ONE-NORTH RESIDENCES ONE-NORTH GATEWAY Singapore",5,"Non-landed Properties","1",2400,"500 to 600","19-Jul","103.7899973","1.3026122","7-9 one-north gateway, singapore 138642"
1434,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","2",2700,"700 to 800","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1435,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","3",8097,"1600 to 1700","19-Jul","103.8550598","1.2796864","18 marina blvd, singapore 018980"
1436,"ICON","ICON GOPENG STREET Singapore",2,"Non-landed Properties","2",5400,"900 to 1000","19-Jul","103.8444743","1.2753422","10 gopeng st, singapore 078878"
1437,"PARC IMPERIAL","PARC IMPERIAL PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","na*",2000,"300 to 400","19-Jul","103.7838589","1.2814209","253 pasir panjang rd, singapore 118618"
1438,"REFLECTIONS AT KEPPEL BAY","REFLECTIONS AT KEPPEL BAY KEPPEL BAY VIEW Singapore",4,"Non-landed Properties","3",6600,"1500 to 1600","19-Jul","103.81036","1.2666139","29 keppel bay view, singapore 098417"
1439,"RIVER PLACE","RIVER PLACE HAVELOCK ROAD Singapore",3,"Non-landed Properties","1",2800,"700 to 800","19-Jul","103.8405991","1.2893974","60 havelock rd, singapore 169658"
1440,"76 SHENTON","76 SHENTON SHENTON WAY Singapore",2,"Non-landed Properties","1",3400,"500 to 600","19-Jul","103.8455345","1.273423","76 shenton way, singapore 079119"
1441,"ONZE @ TANJONG PAGAR","ONZE @ TANJONG PAGAR KEE SENG STREET Singapore",2,"Non-landed Properties","1",3000,"500 to 600","19-Jul","103.8421186","1.2750074","11 kee seng st, singapore 089218"
1442,"VIVA VISTA","VIVA VISTA SOUTH BUONA VISTA ROAD Singapore",5,"Non-landed Properties","1",2000,"300 to 400","19-Jul","103.7863783","1.2798812","3 south buona vista rd, singapore 118136"
1443,"TANGLIN VIEW","TANGLIN VIEW PRINCE CHARLES CRESCENT Singapore",3,"Non-landed Properties","3",3900,"1100 to 1200","19-Jul","103.8179582","1.2921945","prince charles cres, tanglin view, singapore 159012"
1444,"INTERNATIONAL PLAZA","INTERNATIONAL PLAZA ANSON ROAD Singapore",2,"Non-landed Properties","na*",2600,"800 to 900","19-Jul","103.8458098","1.2756998","10 anson rd, international plaza, singapore 079903"
1445,"PARC IMPERIAL","PARC IMPERIAL PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","na*",2050,"400 to 500","19-Jul","103.7838589","1.2814209","253 pasir panjang rd, singapore 118618"
1446,"THE PARC CONDOMINIUM","THE PARC CONDOMINIUM WEST COAST WALK Singapore",5,"Non-landed Properties","2",3100,"900 to 1000","19-Jul","103.7618377","1.3103718","1-15 w coast walk, singapore 127140"
1447,"TREASURE PLACE","TREASURE PLACE LORONG SARHAD Singapore",5,"Non-landed Properties","3",3100,"1300 to 1400","19-Jul","103.789146","1.2805764","61 lor sarhad, singapore 119174"
1448,"PALM GREEN","PALM GREEN PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","3",3300,"1200 to 1300","19-Jul","103.76965","1.291544","481 pasir panjang rd, singapore 117621"
1449,"THE FORESTA @ MOUNT FABER","THE FORESTA @ MOUNT FABER WISHART ROAD Singapore",4,"Non-landed Properties","2",3100,"600 to 700","19-Jul","103.8137","1.2705393","100 wishart rd, singapore 098749"
1450,"WHITEHAVEN","WHITEHAVEN PASIR PANJANG ROAD Singapore",5,"Non-landed Properties","4",4500,"1100 to 1200","19-Jul","103.7775638","1.2894759","334 pasir panjang rd, singapore 118659"
1451,"PEOPLE'S PARK CENTRE","PEOPLE'S PARK CENTRE UPPER CROSS STREET Singapore",1,"Non-landed Properties","3",2800,"1500 to 1600","19-Jul","103.8440022","1.2857964","101 upper cross st, #b1-18a people's park centre, singapore 058357"
1452,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE TIONG POH ROAD Singapore",3,"Non-landed Properties","na*",2900,"1300 to 1400","19-Jul","103.8346032","1.2842263","tiong bahru rd & tiong poh rd, singapore"
1453,"ONE-NORTH RESIDENCES","ONE-NORTH RESIDENCES ONE-NORTH GATEWAY Singapore",5,"Non-landed Properties","1",2750,"500 to 600","19-Jul","103.7899973","1.3026122","7-9 one-north gateway, singapore 138642"
1454,"SKYLINE RESIDENCES","SKYLINE RESIDENCES TELOK BLANGAH ROAD Singapore",4,"Non-landed Properties","3",4600,"1300 to 1400","19-Jul","103.8076342","1.2717846","telok blangah rd, 608-612, singapore 109025"
1455,"MARINA BAY RESIDENCES","MARINA BAY RESIDENCES MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",5600,"1000 to 1100","19-Jul","103.8550598","1.2796864","18 marina blvd, singapore 018980"
1456,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","3",3800,"1100 to 1200","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1457,"THE CLEMENT CANOPY","THE CLEMENT CANOPY CLEMENTI AVENUE 1 Singapore",5,"Non-landed Properties","2",2900,"700 to 800","19-Jul","103.7684933","1.3073069","16 clementi ave 1, singapore 129960"
1458,"NEWEST","NEWEST WEST COAST DRIVE Singapore",5,"Non-landed Properties","2",2600,"900 to 1000","19-Jul","103.7576027","1.3164189","1 w coast dr, singapore 128020"
1459,"THE SAIL @ MARINA BAY","THE SAIL @ MARINA BAY MARINA BOULEVARD Singapore",1,"Non-landed Properties","2",4300,"800 to 900","19-Jul","103.8528642","1.2811005","2 marina blvd, singapore 018987"
1460,"TIONG BAHRU ESTATE","TIONG BAHRU ESTATE GUAN CHUAN STREET Singapore",3,"Non-landed Properties","na*",3200,"700 to 800","19-Jul","103.8311238","1.283367","78 guan chuan st, no.41 blk, singapore 160078"
